county,gender,age,year,deaths,pop
"King County, WA",Female,65-74 years,2011,735,63621
"King County, WA",Female,65-74 years,2012,804,69131
"King County, WA",Female,65-74 years,2013,833,74059
"King County, WA",Female,65-74 years,2014,868,78315
"King County, WA",Female,65-74 years,2015,892,82615
"King County, WA",Female,65-74 years,2016,922,86994
"King County, WA",Female,65-74 years,2017,944,91209
"King County, WA",Female,65-74 years,2018,984,94499
"King County, WA",Female,65-74 years,2019,1031,97391
"King County, WA",Female,75-84 years,2010,1301,37234
"King County, WA",Female,75-84 years,2011,1383,37514
"King County, WA",Female,75-84 years,2012,1339,37585
"King County, WA",Female,75-84 years,2013,1346,38158
"King County, WA",Female,75-84 years,2014,1333,38931
"King County, WA",Female,75-84 years,2015,1303,39662
"King County, WA",Female,75-84 years,2016,1340,40522
"King County, WA",Female,75-84 years,2017,1330,42089
"King County, WA",Female,75-84 years,2018,1385,44595
"King County, WA",Female,75-84 years,2019,1404,46710
"King County, WA",Female,85+ years,2010,2830,22602
"King County, WA",Female,85+ years,2011,2779,23615
"King County, WA",Female,85+ years,2012,2797,24066
"King County, WA",Female,85+ years,2013,2926,24078
"King County, WA",Female,85+ years,2014,2841,24463
"King County, WA",Female,85+ years,2015,3003,24795
"King County, WA",Female,85+ years,2016,2983,24731
"King County, WA",Female,85+ years,2017,3071,24583
"King County, WA",Female,85+ years,2018,2952,24887
"King County, WA",Female,85+ years,2019,2897,24818
"Kitsap County, WA",Female,55-64 years,2010,111,18135
"Kitsap County, WA",Female,55-64 years,2011,97,18766
"Kitsap County, WA",Female,55-64 years,2012,93,18763
"Kitsap County, WA",Female,55-64 years,2013,106,18723
"Kitsap County, WA",Female,55-64 years,2014,128,18848
"Kitsap County, WA",Female,55-64 years,2015,127,18969
"Kitsap County, WA",Female,55-64 years,2016,125,19302
"Kitsap County, WA",Female,55-64 years,2017,119,19368
"Kitsap County, WA",Female,55-64 years,2018,110,19280
"Kitsap County, WA",Female,55-64 years,2019,119,19112
"Kitsap County, WA",Female,65-74 years,2010,136,9737
"Kitsap County, WA",Female,65-74 years,2011,140,10454
"Kitsap County, WA",Female,65-74 years,2012,163,11407
"Kitsap County, WA",Female,65-74 years,2013,170,12352
"Kitsap County, WA",Female,65-74 years,2014,169,13129
"Kitsap County, WA",Female,65-74 years,2015,168,13961
"Kitsap County, WA",Female,65-74 years,2016,195,14801
"Kitsap County, WA",Female,65-74 years,2017,200,15203
"Kitsap County, WA",Female,65-74 years,2018,182,15633
"Kitsap County, WA",Female,65-74 years,2019,211,16098
"Kitsap County, WA",Female,75-84 years,2010,243,5410
"Kitsap County, WA",Female,75-84 years,2011,241,5479
"Kitsap County, WA",Female,75-84 years,2012,225,5494
"Kitsap County, WA",Female,75-84 years,2013,240,5549
"Kitsap County, WA",Female,75-84 years,2014,205,5718
"Kitsap County, WA",Female,75-84 years,2015,238,5974
"Kitsap County, WA",Female,75-84 years,2016,243,6224
"Kitsap County, WA",Female,75-84 years,2017,268,6398
"Kitsap County, WA",Female,75-84 years,2018,253,6951
"Kitsap County, WA",Female,75-84 years,2019,273,7391
"Kitsap County, WA",Female,85+ years,2010,405,2939
"Kitsap County, WA",Female,85+ years,2011,379,3071
"Kitsap County, WA",Female,85+ years,2012,404,3130
"Kitsap County, WA",Female,85+ years,2013,441,3140
"Kitsap County, WA",Female,85+ years,2014,432,3241
"Kitsap County, WA",Female,85+ years,2015,436,3233
"Kitsap County, WA",Female,85+ years,2016,439,3307
"Kitsap County, WA",Female,85+ years,2017,416,3153
"Kitsap County, WA",Female,85+ years,2018,434,3167
"Kitsap County, WA",Female,85+ years,2019,453,3207
"Kittitas County, WA",Female,55-64 years,2011,12,2503
"Kittitas County, WA",Female,55-64 years,2012,16,2538
"Kittitas County, WA",Female,55-64 years,2013,16,2550
"Kittitas County, WA",Female,55-64 years,2014,14,2616
"Kittitas County, WA",Female,55-64 years,2015,19,2700
"Kittitas County, WA",Female,55-64 years,2016,10,2822
"Kittitas County, WA",Female,55-64 years,2017,27,2971
"Kittitas County, WA",Female,55-64 years,2018,14,3095
"Kittitas County, WA",Female,55-64 years,2019,21,3095
"Kittitas County, WA",Female,65-74 years,2010,24,1507
"Kittitas County, WA",Female,65-74 years,2011,15,1596
"Kittitas County, WA",Female,65-74 years,2012,25,1756
"Kittitas County, WA",Female,65-74 years,2013,27,1864
"Kittitas County, WA",Female,65-74 years,2014,23,1926
"Kittitas County, WA",Female,65-74 years,2015,28,2013
"Kittitas County, WA",Female,65-74 years,2016,26,2157
"Kittitas County, WA",Female,65-74 years,2017,28,2212
"Kittitas County, WA",Female,65-74 years,2018,27,2312
"Kittitas County, WA",Female,65-74 years,2019,21,2448
"Kittitas County, WA",Female,75-84 years,2010,23,779
"Kittitas County, WA",Female,75-84 years,2011,27,768
"Kittitas County, WA",Female,75-84 years,2012,26,775
"Kittitas County, WA",Female,75-84 years,2013,24,824
"Kittitas County, WA",Female,75-84 years,2014,27,831
"Kittitas County, WA",Female,75-84 years,2015,31,906
"Kittitas County, WA",Female,75-84 years,2016,39,966
"Kittitas County, WA",Female,75-84 years,2017,33,992
"Kittitas County, WA",Female,75-84 years,2018,31,1056
"Kittitas County, WA",Female,75-84 years,2019,45,1126
"Kittitas County, WA",Female,85+ years,2010,59,465
"Kittitas County, WA",Female,85+ years,2011,65,481
"Kittitas County, WA",Female,85+ years,2012,57,472
"Kittitas County, WA",Female,85+ years,2013,66,476
"Kittitas County, WA",Female,85+ years,2014,64,461
"Kittitas County, WA",Female,85+ years,2015,54,461
"Kittitas County, WA",Female,85+ years,2016,62,458
"Kittitas County, WA",Female,85+ years,2017,64,489
"Kittitas County, WA",Female,85+ years,2018,58,474
"Kittitas County, WA",Female,85+ years,2019,61,485
"Klickitat County, WA",Female,55-64 years,2010,10,1778
"Klickitat County, WA",Female,55-64 years,2014,10,1847
"Klickitat County, WA",Female,55-64 years,2016,14,1910
"Klickitat County, WA",Female,55-64 years,2017,12,1920
"Klickitat County, WA",Female,55-64 years,2018,22,1856
"Klickitat County, WA",Female,55-64 years,2019,14,1832
"Klickitat County, WA",Female,65-74 years,2010,15,1060
"Klickitat County, WA",Female,65-74 years,2011,26,1099
"Klickitat County, WA",Female,65-74 years,2012,13,1177
"Klickitat County, WA",Female,65-74 years,2013,14,1266
"Klickitat County, WA",Female,65-74 years,2014,21,1343
"Klickitat County, WA",Female,65-74 years,2015,16,1404
"Klickitat County, WA",Female,65-74 years,2016,17,1481
"Klickitat County, WA",Female,65-74 years,2017,20,1560
"Klickitat County, WA",Female,65-74 years,2018,21,1631
"Klickitat County, WA",Female,65-74 years,2019,28,1720
"Klickitat County, WA",Female,75-84 years,2010,19,535
"Klickitat County, WA",Female,75-84 years,2011,16,556
"Klickitat County, WA",Female,75-84 years,2012,21,560
"Klickitat County, WA",Female,75-84 years,2013,24,583
"Klickitat County, WA",Female,75-84 years,2014,20,585
"Klickitat County, WA",Female,75-84 years,2015,13,603
"Klickitat County, WA",Female,75-84 years,2016,22,616
"Klickitat County, WA",Female,75-84 years,2017,22,667
"Klickitat County, WA",Female,75-84 years,2018,18,713
"Klickitat County, WA",Female,75-84 years,2019,17,755
"Klickitat County, WA",Female,85+ years,2010,20,224
"Klickitat County, WA",Female,85+ years,2011,29,249
"Klickitat County, WA",Female,85+ years,2012,30,272
"Klickitat County, WA",Female,85+ years,2013,22,264
"Klickitat County, WA",Female,85+ years,2014,17,280
